number,results
2135,3190000
2136,3030000
2137,2920000
2138,3490000
2139,3120000
2140,4390000
2141,3680000
2142,3580000
2143,3180000
2144,3450000
2145,3250000
2146,2950000
2147,2860000
2148,3240000
2149,3040000
2150,5700000
2151,3370000
2152,2960000
2153,3030000
2154,3000000
2155,3610000
2156,3110000
2157,2850000
2158,2850000
2159,2930000
2160,7210000
2161,3200000
2162,2860000
2163,2850000
2164,3210000
2165,3240000
2166,3110000
2167,3130000
2168,2950000
2169,2930000
2170,4020000
2171,3290000
2172,2930000
2173,2880000
2174,2920000
2175,3090000
2176,3090000
2177,2880000
2178,3060000
2179,2800000
2180,4390000
2181,3000000
2182,2780000
2183,2710000
2184,2960000
2185,2860000
2186,2790000
2187,2810000
2188,3050000
2189,2950000
2190,4240000
2191,3180000
2192,3400000
2193,2890000
2194,3060000
2195,3140000
2196,2980000
2197,2990000
2198,3030000
2199,4610000
2200,20600000
2201,4700000
2202,4120000
2203,3580000
2204,3800000
2205,3830000
2206,3550000
2207,3320000
2208,3680000
2209,3270000
2210,4370000
2211,4370000
2212,3560000
2213,3380000
2214,3320000
2215,3540000
2216,3530000
2217,3520000
2218,3370000
2219,3210000
2220,4570000
2221,3830000
2222,6210000
2223,3650000
2224,3500000
2225,3640000
2226,3350000
2227,3200000
2228,3170000
2229,3370000
2230,4160000
2231,3380000
2232,3320000
2233,3580000
2234,3320000
2235,3420000
2236,3190000
2237,2940000
2238,2910000
2239,3000000
2240,4200000
2241,3280000
2242,3080000
2243,3010000
2244,3250000
2245,3270000
2246,2980000
2247,2920000
2248,3020000
2249,2970000
2250,7080000
2251,3290000
2252,3180000
2253,2910000
2254,2870000
2255,3580000
2256,3000000
2257,32500000
2258,2790000
2259,2940000
2260,4380000
2261,2920000
2262,2930000
2263,3030000
2264,2920000
2265,3170000
2266,3360000
2267,2860000
2268,3630000
2269,3010000
2270,3540000
2271,2840000
2272,3060000
2273,3220000
2274,2730000
2275,3070000
2276,2620000
2277,3150000
2278,3090000
2279,2740000
2280,4560000
2281,2870000
2282,2770000
2283,2700000
2284,2640000
2285,2950000
2286,2870000
2287,2650000
2288,3270000
2289,2660000
2290,3780000
2291,2690000
2292,2820000
2293,2640000
2294,2830000
2295,2970000
2296,2700000
2297,2680000
2298,2730000
2299,3760000
2300,16700000
2301,3880000
2302,3390000
2303,3070000
2304,3760000
2305,3230000
2306,2950000
2307,3230000
2308,2990000
2309,3100000
2310,4390000
2311,3420000
2312,3240000
2313,3170000
2314,2940000
2315,3020000
2316,2860000
2317,2800000
2318,2860000
2319,2690000
2320,5170000
2321,2960000
2322,3260000
2323,3650000
2324,2880000
2325,3150000
2326,3050000
2327,2790000
2328,2830000
2329,2750000
2330,3670000
2331,2830000
2332,2970000
2333,3620000
2334,2910000
2335,2780000
2336,2970000
2337,2690000
2338,2770000
2339,2820000
2340,3610000
2341,2830000
2342,2710000
2343,2770000
2344,2700000
2345,4580000
2346,2730000
2347,2620000
2348,2600000
2349,2610000
2350,5010000
2351,3110000
2352,2850000
2353,2710000
2354,2650000
2355,2900000
2356,2850000
2357,2640000
2358,2660000
2359,2710000
2360,3400000
2361,2740000
2362,2780000
2363,2700000
2364,2730000
2365,2730000
2366,2750000
2367,2560000
2368,2730000
2369,2660000
2370,3320000
2371,2780000
2372,2880000
2373,2530000
2374,2560000
2375,2940000
2376,3480000
2377,2570000
2378,2540000
2379,2500000
2380,3970000
2381,2690000
2382,2430000
2383,2550000
2384,2740000
2385,2580000
2386,2370000
2387,2530000
2388,2660000
2389,2490000
2390,3510000
2391,2610000
2392,2450000
2393,2470000
2394,2560000
2395,2540000
2396,2570000
2397,2430000
2398,2400000
2399,3260000
2400,19700000
2401,3470000
2402,2970000
2403,2700000
2404,2750000
2405,2930000
2406,2720000
2407,2720000
2408,2840000
2409,2720000
2410,3570000
2411,2990000
2412,2840000
2413,2760000
2414,3020000
2415,3190000
2416,2720000
2417,2490000
2418,2570000
2419,2730000
2420,3500000
2421,2860000
2422,2690000
2423,2690000
2424,3600000
2425,3040000
2426,2630000
2427,2610000
2428,2610000
2429,2640000
2430,3560000
2431,2630000
2432,2640000
2433,2660000
2434,2580000
2435,2570000
2436,2560000
2437,2450000
2438,2630000
2439,2380000
2440,3500000
2441,2630000
2442,2680000
2443,2490000
2444,2860000
2445,2630000
2446,2450000
2447,2600000
2448,3820000
2449,2780000
2450,5080000
2451,3070000
2452,2530000
2453,2570000
2454,2760000
2455,2690000
2456,2590000
2457,2640000
2458,2600000
2459,2400000
2460,3390000
2461,2600000
2462,2710000
2463,2580000
2464,2630000
2465,2830000
2466,2690000
2467,2480000
2468,2750000
2469,2540000
2470,3230000
2471,2560000
2472,2760000
2473,2580000
2474,2700000
2475,2790000
2476,2610000
2477,2530000
2478,2710000
2479,2420000
2480,4840000
2481,2570000
2482,2450000
2483,2470000
2484,3210000
2485,2590000
2486,2520000
2487,2430000
2488,2640000
2489,2440000
2490,4500000
2491,2490000
2492,2550000
2493,2440000
2494,2660000
2495,2930000
2496,2650000
2497,2700000
2498,2720000
2499,4470000
2500,53100000
2501,4330000
2502,3330000
2503,3060000
2504,3030000
2505,3190000
2506,3010000
2507,2880000
2508,2990000
2509,3120000
2510,3650000
2511,3360000
2512,3220000
2513,2840000
2514,3010000
2515,3340000
2516,3040000
2517,3010000
2518,2920000
2519,2820000
2520,5630000
2521,3130000
2522,3050000
2523,3240000
2524,2910000
2525,4480000
2526,2980000
2527,2860000
2528,3210000
2529,3100000
2530,3550000
2531,2890000
2532,2870000
2533,2860000
2534,2700000
2535,3460000
2536,2950000
2537,3940000
2538,2810000
2539,2990000
2540,3940000
2541,2950000
2542,2940000
2543,2790000
2544,2970000
2545,3200000
2546,2930000
2547,3060000
2548,3290000
2549,3500000
2550,6190000
2551,4490000
2552,4690000
2553,5370000
2554,6180000
2555,8120000
2556,9090000
2557,9880000
2558,15600000
2559,2880000
2560,7880000
2561,2530000
2562,2480000
2563,2490000
2564,2400000
2565,2880000
2566,2730000
2567,2340000
2568,2630000
2569,2300000
2570,2980000
2571,2730000
2572,2290000
2573,2700000
2574,2280000
2575,3020000
2576,2350000
2577,2500000
2578,2400000
2579,2380000
2580,4130000
2581,2480000
2582,2460000
2583,2470000
2584,2450000
2585,2490000
2586,2380000
2587,2330000
2588,2650000
2589,2450000
2590,3360000
2591,2400000
2592,4850000
2593,2220000
2594,2210000
2595,2540000
2596,2280000
2597,2330000
2598,2390000
2599,3040000
2600,16200000
2601,3300000
2602,2480000
2603,2600000
2604,2710000
2605,2810000
2606,2400000
2607,2470000
2608,2680000
2609,2630000
2610,3480000
2611,2780000
2612,2550000
2613,2680000
2614,2510000
2615,2550000
2616,2630000
2617,2340000
2618,2430000
2619,2280000
2620,3270000
2621,2530000
2622,2560000
2623,2400000
2624,2520000
2625,2980000
2626,2970000
2627,2420000
2628,2530000
2629,2360000
2630,3330000
2631,2370000
2632,2590000
2633,2380000
2634,2370000
2635,2430000
2636,2440000
2637,2370000
2638,2280000
2639,2360000
2640,3480000
2641,2520000
2642,2550000
2643,2480000
2644,2350000
2645,2440000
2646,2690000
2647,2200000
2648,2160000
2649,2260000
2650,4310000
2651,2480000
2652,2520000
2653,2410000
2654,2260000
2655,2540000
2656,2390000
2657,2180000
2658,2180000
2659,2230000
2660,3120000
2661,2320000
2662,2410000
2663,2210000
2664,2460000
2665,2470000
2666,2660000
2667,2440000
2668,2220000
2669,2200000
2670,2850000
2671,2340000
2672,2270000
2673,2260000
2674,2190000
2675,2320000
2676,2230000
2677,2260000
2678,2460000
2679,2150000
2680,3610000
2681,2210000
2682,2440000
2683,2380000
2684,2100000
2685,2270000
2686,2260000
2687,2290000
2688,2740000
2689,2370000
2690,3140000
2691,2120000
2692,2250000
2693,2250000
2694,2160000
2695,2400000
2696,2120000
2697,2360000
2698,2400000
2699,2770000
2700,14500000
2701,3080000
2702,2410000
2703,2400000
2704,2400000
2705,2550000
2706,2350000
2707,2540000
2708,2410000
2709,2270000
2710,7490000
2711,2770000
2712,2410000
2713,2600000
2714,2240000
2715,2580000
2716,2320000
2717,2400000
2718,2400000
2719,2290000
2720,3260000
2721,2400000
2722,2370000
2723,2230000
2724,2180000
2725,2640000
2726,2260000
2727,2750000
2728,2370000
2729,2220000
2730,3270000
2731,2560000
2732,2270000
2733,2290000
2734,2230000
2735,2350000
2736,2670000
2737,2260000
2738,2150000
2739,2250000
2740,2780000
2741,2320000
2742,2210000
2743,2180000
2744,2290000
2745,2260000
2746,2110000
2747,2210000
2748,2100000
2749,2140000
2750,5050000
2751,2280000
2752,2270000
2753,2130000
2754,2260000
2755,2380000
2756,2180000
2757,2190000
2758,2120000
2759,2580000
2760,3050000
2761,2180000
2762,2190000
2763,2280000
2764,2480000
2765,2330000
2766,2370000
2767,2420000
2768,2130000
2769,2190000
2770,2900000
2771,2340000
2772,2340000
2773,2240000
2774,2180000
2775,2300000
2776,2410000
2777,2450000
2778,2480000
2779,2120000
2780,3250000
2781,2080000
2782,2020000
2783,2030000
2784,2030000
2785,2000000
2786,2080000
2787,2120000
2788,2200000
2789,2080000
2790,2980000
2791,2290000
2792,2150000
2793,2160000
2794,2080000
2795,2240000
2796,2010000
2797,2160000
2798,2280000
2799,2750000
2800,16300000
2801,2900000
2802,2270000
2803,2260000
2804,2220000
2805,2450000
2806,2260000
2807,2460000
2808,2950000
2809,2280000
2810,3030000
2811,2670000
2812,2460000
2813,2390000
2814,2370000
2815,2540000
2816,2570000
2817,2320000
2818,2410000
2819,2200000
2820,2900000
2821,2530000
2822,2330000
2823,2110000
2824,2330000
2825,2470000
2826,2230000
2827,2100000
2828,3290000
2829,2240000
2830,2760000
2831,2290000
2832,2360000
2833,2310000
2834,2170000
2835,2610000
2836,2300000
2837,1990000
2838,2170000
2839,2360000
2840,2740000
2841,2310000
2842,2130000
2843,1990000
2844,2090000
2845,2350000
2846,2000000
2847,2030000
2848,2720000
2849,2060000
2850,3930000
2851,2210000
2852,2120000
2853,2210000
2854,2060000
2855,2270000
2856,2070000
2857,2020000
2858,2270000
2859,2000000
2860,3140000
2861,2100000
2862,2080000
2863,1990000
2864,1990000
2865,2100000
2866,2070000
2867,2000000
2868,2200000
2869,1970000
2870,2550000
2871,2190000
2872,2060000
2873,2000000
2874,2110000
2875,2450000
2876,1960000
2877,2230000
2878,2660000
2879,1960000
2880,4780000
2881,2290000
2882,2130000
2883,2000000
2884,1960000
2885,27000000
2886,2510000
2887,2070000
2888,2730000
2889,2170000
2890,2860000
2891,2060000
2892,2150000
2893,2900000
2894,2120000
2895,2240000
2896,2060000
2897,1990000
2898,2080000
2899,2610000
2900,9920000
2901,2800000
2902,2230000
2903,2290000
2904,2360000
2905,2370000
2906,2190000
2907,2140000
2908,2330000
2909,2210000
2910,2660000
2911,2590000
2912,2570000
2913,2450000
2914,2470000
2915,3080000
2916,2710000
2917,2150000
2918,2300000
2919,2120000
2920,3070000
2921,2200000
2922,2150000
2923,2040000
2924,2030000
2925,2280000
2926,2700000
2927,2060000
2928,2010000
2929,2550000
2930,2770000
2931,2160000
2932,2220000
2933,2210000
2934,2120000
2935,2280000
2936,2220000
2937,1990000
2938,1970000
2939,2040000
2940,3160000
2941,2150000
2942,1970000
2943,2060000
2944,2370000
2945,2110000
2946,2010000
2947,1990000
2948,2090000
2949,1960000
2950,3800000
2951,2100000
2952,2060000
2953,1970000
2954,2020000
2955,2150000
2956,1900000
2957,1920000
2958,2000000
2959,2000000
2960,2640000
2961,1950000
2962,1920000
2963,2080000
2964,1890000
2965,1900000
2966,1950000
2967,1890000
2968,1910000
2969,1910000
2970,2780000
2971,1870000
2972,1860000
2973,1910000
2974,1830000
2975,2210000
2976,1930000
2977,1890000
2978,2300000
2979,1970000
2980,5760000
2981,2020000
2982,1900000
2983,1960000
2984,1850000
2985,1910000
2986,1950000
2987,1990000
2988,2150000
2989,1910000
2990,3870000
2991,1990000
2992,2310000
2993,1960000
2994,1900000
2995,2340000
2996,2160000
2997,1970000
2998,2100000
2999,6900000
3000,109000000
3001,6420000
3002,3380000
3003,3470000
3004,3000000
3005,3050000
3006,2780000
3007,2530000
3008,4300000
3009,2440000
3010,3590000
3011,3060000
3012,2890000
3013,2680000
3014,3010000
3015,3110000
3016,2520000
3017,2470000
3018,2360000
3019,2150000
3020,3400000
3021,2440000
3022,2380000
3023,2250000
3024,3810000
3025,2970000
3026,2340000
3027,2300000
3028,2220000
3029,2260000
3030,4160000
3031,2400000
3032,2330000
3033,2500000
3034,2140000
3035,2460000
3036,2220000
3037,2190000
3038,2220000
3039,2620000
3040,3740000
3041,2310000
3042,2300000
3043,2100000
3044,2230000
3045,2600000
3046,2030000
3047,2030000
3048,2200000
3049,2310000
3050,3920000
3051,2270000
3052,2210000
3053,2300000
3054,2090000
3055,2430000
3056,2140000
3057,2120000
3058,2000000
3059,2230000
3060,3040000
3061,2080000
3062,2140000
3063,1950000
3064,2170000
3065,2300000
3066,2470000
3067,1990000
3068,2010000
3069,1980000
3070,2510000
3071,2050000
3072,2970000
3073,2000000
3074,2050000
3075,2150000
3076,1910000
3077,2240000
3078,2150000
3079,1980000
3080,2850000
3081,2140000
3082,1970000
3083,1950000
3084,1990000
3085,2830000
3086,2060000
3087,1950000
3088,2160000
3089,1950000
3090,2510000
3091,2140000
3092,1880000
3093,1970000
3094,1810000
3095,2030000
3096,2070000
3097,1930000
3098,1890000
3099,2400000
3100,9700000
3101,2980000
3102,2700000
3103,2340000
3104,2330000
3105,2540000
3106,2160000
3107,2170000
3108,2260000
3109,2510000
3110,3540000
3111,2990000
3112,2240000
3113,2280000
3114,2590000
3115,2260000
3116,2160000
3117,2050000
3118,2270000
3119,1970000
3120,3200000
3121,2400000
3122,2230000
3123,2100000
3124,2100000
3125,2440000
3126,2030000
3127,1990000
3128,2350000
3129,1980000
3130,2760000
3131,2820000
3132,2710000
3133,2290000
3134,2030000
3135,2170000
3136,2050000
3137,1900000
3138,1880000
3139,1920000
3140,2620000
3141,2310000
3142,1960000
3143,1980000
3144,2090000
3145,2120000
3146,1980000
3147,1930000
3148,1940000
3149,1950000
3150,4620000
3151,2280000
3152,1960000
3153,2020000
3154,1890000
3155,2170000
3156,2130000
3157,1960000
3158,2290000
3159,1900000
3160,2450000
3161,2110000
3162,1890000
3163,1950000
3164,1850000
3165,1950000
3166,2140000
3167,1880000
3168,2160000
3169,1770000
3170,2240000
3171,2080000
3172,1880000
3173,1830000
3174,1970000
3175,2280000
3176,1910000
3177,1900000
3178,1920000
3179,1830000
3180,2690000
3181,2060000
3182,1910000
3183,1890000
3184,1880000
3185,1980000
3186,1960000
3187,1880000
3188,2050000
3189,1860000
3190,2380000
3191,1880000
3192,1990000
3193,2180000
3194,1940000
3195,1970000
3196,1910000
3197,1870000
3198,2780000
3199,2460000
3200,15400000
3201,2950000
3202,2260000
3203,2070000
3204,2260000
3205,2400000
3206,2110000
3207,2130000
3208,2140000
3209,2070000
3210,3140000
3211,2530000
3212,2450000
3213,2220000
3214,2330000
3215,2270000
3216,2270000
3217,2060000
3218,2630000
3219,2300000
3220,3270000
3221,2550000
3222,2600000
3223,2440000
3224,2320000
3225,2540000
3226,2130000
3227,2390000
3228,2030000
3229,2260000
3230,2690000
3231,2130000
3232,2600000
3233,2240000
3234,2210000
3235,2040000
3236,1950000
3237,1880000
3238,1950000
3239,2010000
3240,5290000
3241,2220000
3242,2070000
3243,1920000
3244,2030000
3245,2110000
3246,1920000
3247,1840000
3248,1930000
3249,1930000
3250,4310000
3251,2200000
3252,2030000
3253,1900000
3254,1980000
3255,2240000
3256,1900000
3257,1830000
3258,1870000
3259,1870000
3260,2350000
3261,2090000
3262,1970000
3263,1920000
3264,3480000
3265,2010000
3266,2050000
3267,1960000
3268,1840000
3269,1870000
3270,2290000
3271,1950000
3272,2040000
3273,1940000
3274,2180000
3275,2030000
3276,1970000
3277,2310000
3278,1890000
3279,1930000
3280,3610000
3281,2100000
3282,2010000
3283,2620000
3284,1860000
3285,1950000
3286,1780000
3287,1760000
3288,2010000
3289,1820000
3290,2560000
3291,2120000
3292,5150000
3293,1900000
3294,1850000
3295,1910000
3296,1880000
3297,1810000
3298,1730000
3299,2470000
3300,10700000
3301,2820000
3302,2490000
3303,2220000
3304,2140000
3305,2150000
3306,2420000
3307,2110000
3308,2100000
3309,1950000
3310,5010000
3311,2620000
3312,2190000
3313,2280000
3314,1990000
3315,2230000
3316,1970000
3317,1930000
3318,1940000
3319,1880000
3320,2620000
3321,2300000
3322,2610000
3323,2090000
3324,2100000
3325,2570000
3326,1950000
3327,2390000
3328,2570000
3329,1890000
3330,3000000
3331,2390000
3332,2110000
3333,5570000
3334,2350000
3335,2160000
3336,2090000
3337,2190000
3338,1990000
3339,1930000
3340,2620000
3341,2090000
3342,2030000
3343,2040000
3344,2320000
3345,1980000
3346,1940000
3347,1820000
3348,1990000
3349,1850000
3350,3310000
3351,3070000
3352,1970000
3353,2050000
3354,1900000
3355,2360000
3356,1850000
3357,2080000
3358,2000000
3359,1750000
3360,3080000
3361,1900000
3362,1870000
3363,1850000
3364,1880000
3365,2010000
3366,2840000
3367,1790000
3368,1800000
3369,2050000
3370,2240000
3371,1910000
3372,1930000
3373,1860000
3374,1770000
3375,2220000
3376,1830000
3377,2050000
3378,1860000
3379,1780000
3380,2730000
3381,1940000
3382,1760000
3383,2260000
3384,1830000
3385,1830000
3386,1820000
3387,1720000
3388,2290000
3389,2400000
3390,2530000
3391,1970000
3392,2130000
3393,1840000
3394,1800000
3395,1890000
3396,1800000
3397,1800000
3398,1790000
3399,2490000
3400,8970000
3401,2440000
3402,2450000
3403,1870000
3404,1970000
3405,2100000
3406,2260000
3407,1760000
3408,1950000
3409,1820000
3410,2370000
3411,2120000
3412,2290000
3413,1850000
3414,1870000
3415,1950000
3416,1800000
3417,1770000
3418,1780000
3419,1780000
3420,3000000
3421,2170000
3422,2010000
3423,1940000
3424,1920000
3425,2280000
3426,1880000
3427,1660000
3428,1740000
3429,1770000
3430,2140000
3431,1820000
3432,1810000
3433,2010000
3434,2280000
3435,2100000
3436,1770000
3437,2150000
3438,1840000
3439,1840000
3440,2360000
3441,2050000
3442,1860000
3443,2100000
3444,2040000
3445,1920000
3446,2550000
3447,1940000
3448,1810000
3449,1750000
3450,3460000
3451,2020000
3452,2290000
3453,2100000
3454,1880000
3455,1990000
3456,4040000
3457,1680000
3458,1770000
3459,1710000
3460,2200000
3461,1980000
3462,1880000
3463,1820000
3464,2000000
3465,1900000
3466,1780000
3467,1910000
3468,1770000
3469,1660000
3470,2430000
3471,1790000
3472,1790000
3473,1830000
3474,1860000
3475,1950000
3476,1850000
3477,1780000
3478,1810000
3479,1820000
3480,3410000
3481,1840000
3482,1820000
3483,1780000
3484,1920000
3485,1910000
3486,1730000
3487,1740000
3488,1960000
3489,1640000
3490,2470000
3491,1740000
3492,1690000
3493,1690000
3494,1660000
3495,1930000
3496,1660000
3497,1590000
3498,1790000
3499,2550000
3500,29700000
3501,2660000
3502,2200000
3503,1950000
3504,2020000
3505,1980000
3506,1850000
3507,1830000
3508,2240000
3509,1780000
3510,2560000
3511,2270000
3512,2550000
3513,1910000
3514,1840000
3515,2080000
3516,1910000
3517,1780000
3518,1760000
3519,1860000
3520,2500000
3521,2110000
3522,2040000
3523,1790000
3524,1840000
3525,2300000
3526,1910000
3527,1820000
3528,2500000
3529,1760000
3530,2280000
3531,2000000
3532,1960000
3533,3090000
3534,1730000
3535,2670000
3536,1850000
3537,1790000
3538,1740000
3539,1740000
3540,2240000
3541,1920000
3542,1940000
3543,1950000
3544,1730000
3545,1870000
3546,1700000
3547,1570000
3548,1720000
3549,1700000
3550,3530000
3551,1910000
3552,1820000
3553,2040000
3554,1730000
3555,2530000
3556,1700000
3557,1630000
3558,1700000
3559,1680000
3560,2260000
3561,1680000
3562,1710000
3563,1600000
3564,2170000
3565,1740000
3566,1770000
3567,1750000
3568,1770000
3569,1620000
3570,2480000
3571,1730000
3572,1710000
3573,1610000
3574,1550000
3575,1710000
3576,1620000
3577,1730000
3578,1670000
3579,1620000
3580,2660000
3581,1910000
3582,1670000
3583,1700000
3584,1780000
3585,1780000
3586,1650000
3587,1620000
3588,1920000
3589,1710000
3590,2210000
3591,1750000
3592,1630000
3593,1570000
3594,1560000
3595,1790000
3596,1580000
3597,1690000
3598,1610000
3599,2150000
3600,13600000
3601,2480000
3602,2090000
3603,1730000
3604,1780000
3605,1750000
3606,1830000
3607,1690000
3608,1760000
3609,1650000
3610,2730000
3611,1960000
3612,1810000
3613,1750000
3614,1670000
3615,1890000
3616,1860000
3617,1850000
3618,1790000
3619,1710000
3620,2170000
3621,2000000
3622,1920000
3623,1810000
3624,1740000
3625,1960000
3626,1830000
3627,1620000
3628,1720000
3629,1710000
3630,2270000
3631,1710000
3632,1800000
3633,1770000
3634,1770000
3635,1740000
3636,2240000
3637,1750000
3638,1810000
3639,1720000
3640,2160000
3641,1820000
3642,1710000
3643,1580000
3644,1690000
3645,1730000
3646,1770000
3647,1620000
3648,2100000
3649,1660000
3650,3400000
3651,1720000
3652,1740000
3653,1820000
3654,2490000
3655,1790000
3656,1700000
3657,1650000
3658,1620000
3659,1540000
3660,2250000
3661,1720000
3662,1710000
3663,1810000
3664,1670000
3665,1770000
3666,1820000
3667,1880000
3668,1810000
3669,1620000
3670,1950000
3671,1630000
3672,2280000
3673,2370000
3674,1650000
3675,1900000
3676,1640000
3677,1550000
3678,1580000
3679,1510000
3680,2750000
3681,1660000
3682,1740000
3683,1560000
3684,1560000
3685,1620000
3686,1710000
3687,1510000
3688,1830000
3689,1540000
3690,2230000
3691,1690000
3692,1500000
3693,1650000
3694,1520000
3695,1810000
3696,1630000
3697,1480000
3698,1690000
3699,1930000
3700,7450000
3701,2240000
3702,1970000
3703,1870000
3704,1820000
3705,2170000
3706,1720000
3707,1800000
3708,1620000
3709,1630000
3710,2120000
3711,1940000
3712,1720000
3713,1640000
3714,1740000
3715,1900000
3716,1640000
3717,1660000
3718,1650000
3719,1600000
3720,2240000
3721,2240000
3722,1690000
3723,1590000
3724,1730000
3725,1690000
3726,1600000
3727,1690000
3728,1580000
3729,1600000
3730,1990000
3731,1790000
3732,1600000
3733,4100000
3734,1590000
3735,1650000
3736,1830000
3737,1980000
3738,1660000
3739,1520000
3740,2000000
3741,1670000
3742,1540000
3743,1550000
3744,2140000
3745,1680000
3746,1720000
3747,1580000
3748,1580000
3749,1530000
3750,3770000
3751,1720000
3752,1750000
3753,1590000
3754,1570000
3755,1780000
3756,1660000
3757,1680000
3758,1670000
3759,1600000
3760,1870000
3761,1610000
3762,1600000
3763,1570000
3764,1540000
3765,1560000
3766,1580000
3767,1600000
3768,1620000
3769,1550000
3770,2390000
3771,1620000
3772,2150000
3773,1650000
3774,1620000
3775,1700000
3776,1640000
3777,1810000
3778,1520000
3779,1530000
3780,3870000
3781,1610000
3782,1540000
3783,1510000
3784,1570000
3785,1620000
3786,1530000
3787,1680000
3788,1590000
3789,1560000
3790,2070000
3791,1570000
3792,1550000
3793,1520000
3794,1510000
3795,1700000
3796,1580000
3797,1630000
3798,1540000
3799,1980000
3800,11700000
3801,2280000
3802,1690000
3803,1650000
3804,1700000
3805,2060000
3806,1670000
3807,1580000
3808,1750000
3809,1600000
3810,2060000
3811,1940000
3812,2310000
3813,1770000
3814,1630000
3815,1740000
3816,1660000
3817,1600000
3818,2010000
3819,1770000
3820,2280000
3821,1840000
3822,2020000
3823,1790000
3824,1710000
3825,1940000
3826,1660000
3827,1500000
3828,1810000
3829,1630000
3830,1980000
3831,1750000
3832,1750000
3833,1680000
3834,1640000
3835,1740000
3836,1600000
3837,1620000
3838,2360000
3839,1860000
3840,3870000
3841,1690000
3842,1860000
3843,1700000
3844,1640000
3845,1650000
3846,1540000
3847,1770000
3848,1910000
3849,1660000
3850,2870000
3851,1750000
3852,2390000
3853,1570000
3854,1530000
3855,1780000
3856,1500000
3857,1590000
3858,1590000
3859,1450000
3860,1970000
3861,1650000
3862,1530000
3863,1500000
3864,1620000
3865,1610000
3866,1640000
3867,1610000
3868,1570000
3869,1600000
3870,1910000
3871,1580000
3872,1960000
3873,1830000
3874,1490000
3875,1670000
3876,1530000
3877,1670000
3878,1550000
3879,1460000
3880,2350000
3881,1630000
3882,1490000
3883,1630000
3884,1520000
3885,1560000
3886,1590000
3887,1480000
3888,3240000
3889,1510000
3890,2060000
3891,1560000
3892,1530000
3893,1480000
3894,1600000
3895,1630000
3896,1470000
3897,1470000
3898,1510000
3899,2030000
3900,8090000
3901,2090000
3902,1830000
3903,1630000
3904,1650000
3905,1890000
3906,1700000
3907,1600000
3908,1590000
3909,1710000
3910,1990000
3911,2000000
3912,1780000
3913,1620000
3914,1610000
3915,1740000
3916,1590000
3917,1730000
3918,1590000
3919,1580000
3920,2600000
3921,1740000
3922,1640000
3923,1630000
3924,1510000
3925,1650000
3926,1570000
3927,1520000
3928,1560000
3929,1530000
3930,2160000
3931,1680000
3932,1730000
3933,1770000
3934,1610000
3935,1520000
3936,1590000
3937,1560000
3938,1550000
3939,2110000
3940,1900000
3941,1620000
3942,1530000
3943,1510000
3944,1500000
3945,1680000
3946,1620000
3947,1440000
3948,1500000
3949,1520000
3950,2750000
3951,1660000
3952,1830000
3953,1590000
3954,3570000
3955,1580000
3956,1450000
3957,1340000
3958,1670000
3959,1460000
3960,2010000
3961,1510000
3962,1430000
3963,1460000
3964,1430000
3965,1690000
3966,1520000
3967,1330000
3968,1450000
3969,1640000
3970,1890000
3971,1430000
3972,1390000
3973,1370000
3974,1600000
3975,1470000
3976,2590000
3977,1570000
3978,1380000
3979,2340000
3980,4200000
3981,1520000
3982,1450000
3983,1490000
3984,1430000
3985,1430000
3986,1370000
3987,1670000
3988,1590000
3989,1450000
3990,3380000
3991,1480000
3992,1380000
3993,1500000
3994,1390000
3995,1720000
3996,1880000
3997,1390000
3998,1620000
3999,5030000
4000,66900000
4001,4210000
4002,2670000
4003,2710000
4004,2530000
4005,5740000
4006,4050000
4007,2770000
4008,3810000
4009,2220000
4010,2820000
4011,2180000
4012,2230000
4013,2200000
4014,2080000
4015,2090000
4016,1870000
4017,1910000
4018,1710000
4019,1680000
4020,3110000
4021,1920000
4022,1740000
4023,1700000
4024,1850000
4025,1970000
4026,1860000
4027,1750000
4028,1760000
4029,2030000
4030,2500000
4031,1800000
4032,2620000
4033,1810000
4034,1650000
4035,1750000
4036,1740000
4037,1660000
4038,1640000
4039,1690000
4040,3010000
4041,1870000
4042,1820000
4043,1680000
4044,1810000
4045,1800000
4046,1690000
4047,1640000
4048,1620000
4049,1700000
4050,3260000
4051,1990000
4052,1820000
4053,1890000
4054,1750000
4055,1900000
4056,1680000
4057,1570000
4058,1570000
4059,1600000
4060,2270000
4061,1690000
4062,2100000
4063,1980000
4064,1670000
4065,1670000
4066,1720000
4067,1650000
4068,1710000
4069,1620000
4070,2070000
4071,1720000
4072,1730000
4073,1630000
4074,1570000
4075,1820000
4076,1590000
4077,1650000
4078,1510000
4079,1670000
4080,2270000
4081,1680000
4082,1650000
4083,1600000
4084,1500000
4085,1620000
4086,2650000
4087,1540000
4088,1780000
4089,1520000
4090,1950000
4091,1600000
4092,2070000
4093,1640000
4094,1780000
4095,1850000
4096,3190000
4097,1570000
4098,1590000
4099,1820000
4100,7010000
4101,2380000
4102,2060000
4103,1800000
4104,3330000
4105,1870000
4106,1710000
4107,1650000
4108,1740000
4109,2870000
4110,2320000
4111,2380000
4112,1840000
4113,1770000
4114,2050000
4115,1870000
4116,1760000
4117,1720000
4118,1820000
4119,1640000
4120,2320000
4121,2000000
4122,1850000
4123,1760000
4124,1680000
4125,1970000
4126,1650000
4127,1660000
4128,1840000
4129,1650000
4130,2440000
4131,1890000
4132,1800000
4133,1740000
