number,results
4134,1730000
4135,1670000
4136,1570000
4137,1560000
4138,1540000
4139,1520000
4140,2360000
4141,2650000
4142,1790000
4143,1730000
4144,1680000
4145,1650000
4146,1670000
4147,1680000
4148,1630000
4149,1580000
4150,2750000
4151,1860000
4152,1740000
4153,1690000
4154,1630000
4155,1620000
4156,1450000
4157,1470000
4158,1610000
4159,1500000
4160,2250000
4161,1640000
4162,1610000
4163,1560000
4164,1540000
4165,1600000
4166,1510000
4167,1490000
4168,1450000
4169,1440000
4170,1870000
4171,1560000
4172,1470000
4173,1710000
4174,1450000
4175,1540000
4176,1470000
4177,1480000
4178,1420000
4179,1500000
4180,2050000
4181,1540000
4182,1550000
4183,1390000
4184,1430000
4185,1470000
4186,1410000
4187,1390000
4188,1540000
4189,1350000
4190,1860000
4191,1620000
4192,1480000
4193,1390000
4194,1460000
4195,1480000
4196,1400000
4197,1490000
4198,1410000
4199,1720000
4200,10600000
4201,2040000
4202,1730000
4203,1610000
4204,2750000
4205,1600000
4206,1520000
4207,1570000
4208,1820000
4209,1620000
4210,2100000
4211,1870000
4212,2900000
4213,1540000
4214,1620000
4215,1740000
4216,1580000
4217,1830000
4218,1580000
4219,1530000
4220,2100000
4221,1710000
4222,1730000
4223,1530000
4224,1680000
4225,1710000
4226,1640000
4227,1500000
4228,1470000
4229,1460000
4230,1880000
4231,1700000
4232,1620000
4233,1580000
4234,1680000
4235,1530000
4236,1580000
4237,1390000
4238,1660000
4239,1430000
4240,1930000
4241,1550000
4242,2120000
4243,1480000
4244,1990000
4245,1520000
4246,1460000
4247,1500000
4248,1480000
4249,1400000
4250,3010000
4251,1840000
4252,1580000
4253,1620000
4254,1780000
4255,1560000
4256,1610000
4257,1590000
4258,1390000
4259,1420000
4260,1920000
4261,1490000
4262,1390000
4263,1380000
4264,1360000
4265,1420000
4266,1500000
4267,1470000
4268,1450000
4269,1350000
4270,1690000
4271,1510000
4272,1760000
4273,1410000
4274,1400000
4275,1480000
4276,1410000
4277,1470000
4278,1420000
4279,1370000
4280,2100000
4281,1480000
4282,1490000
4283,1430000
4284,1360000
4285,1700000
4286,1380000
4287,1440000
4288,2140000
4289,1310000
4290,1910000
4291,1450000
4292,1380000
4293,1350000
4294,1390000
4295,1440000
4296,1430000
4297,1310000
4298,1620000
4299,1750000
4300,7270000
4301,1970000
4302,1620000
4303,1560000
4304,1530000
4305,1810000
4306,1550000
4307,1630000
4308,1550000
4309,1640000
4310,1990000
4311,1740000
4312,1710000
4313,1930000
4314,1480000
4315,1660000
4316,1450000
4317,1440000
4318,1430000
4319,1390000
4320,3830000
4321,2190000
4322,1610000
4323,1450000
4324,1500000
4325,1670000
4326,1620000
4327,1480000
4328,1510000
4329,1430000
4330,2040000
4331,1590000
4332,1630000
4333,2910000
4334,1510000
4335,1510000
4336,1530000
4337,1500000
4338,1530000
4339,1450000
4340,1810000
4341,1450000
4342,1490000
4343,1940000
4344,1520000
4345,1530000
4346,1330000
4347,1540000
4348,1390000
4349,1520000
4350,2610000
4351,1500000
4352,1510000
4353,1490000
4354,1460000
4355,1690000
4356,1840000
4357,1480000
4358,1350000
4359,2140000
4360,1740000
4361,1430000
4362,1370000
4363,1360000
4364,1400000
4365,1490000
4366,1430000
4367,1510000
4368,1490000
4369,1360000
4370,1670000
4371,1560000
4372,1530000
4373,1360000
4374,1460000
4375,1560000
4376,1310000
4377,1390000
4378,1340000
4379,1300000
4380,1910000
4381,1410000
4382,1350000
4383,1330000
4384,1400000
4385,1370000
4386,1340000
4387,1350000
4388,1500000
4389,1350000
4390,1700000
4391,1440000
4392,1360000
4393,1340000
4394,1400000
4395,1520000
4396,1290000
4397,1330000
4398,1330000
4399,3620000
4400,7810000
4401,1990000
4402,1570000
4403,1620000
4404,1640000
4405,1610000
4406,1610000
4407,1430000
4408,1450000
4409,1560000
4410,2100000
4411,1830000
4412,1750000
4413,1550000
4414,1620000
4415,1560000
4416,1550000
4417,1380000
4418,1370000
4419,1440000
4420,1780000
4421,1520000
4422,1690000
4423,1460000
4424,1540000
4425,1540000
4426,1470000
4427,1390000
4428,1560000
4429,1400000
4430,2040000
4431,1480000
4432,1560000
4433,1670000
4434,1450000
4435,1510000
4436,1440000
4437,1580000
4438,1440000
4439,1360000
4440,2110000
4441,1590000
4442,1540000
4443,1500000
4444,3810000
4445,1580000
4446,1520000
4447,1440000
4448,1570000
4449,1450000
4450,2410000
4451,1560000
4452,4120000
4453,1560000
4454,1770000
4455,2020000
4456,1780000
4457,1540000
4458,1580000
4459,1340000
4460,2070000
4461,1410000
4462,1410000
4463,1370000
4464,1460000
4465,1410000
4466,1540000
4467,1450000
4468,1350000
4469,1460000
4470,1680000
4471,1390000
4472,1440000
4473,1390000
4474,1470000
4475,1410000
4476,1290000
4477,1600000
4478,1370000
4479,1300000
4480,2210000
4481,1350000
4482,1450000
4483,1380000
4484,1510000
4485,1530000
4486,1410000
4487,1360000
4488,1810000
4489,1370000
4490,1920000
4491,1360000
4492,1310000
4493,1450000
4494,1320000
4495,1430000
4496,1280000
4497,1230000
4498,1330000
4499,1870000
4500,21000000
4501,2130000
4502,1620000
4503,1610000
4504,1530000
4505,1660000
4506,1550000
4507,1430000
4508,1490000
4509,1500000
4510,1900000
4511,1670000
4512,1650000
4513,1410000
4514,1460000
4515,1640000
4516,1400000
4517,1430000
4518,1370000
4519,1360000
4520,2160000
4521,1540000
4522,1980000
4523,1390000
4524,1390000
4525,1680000
4526,1520000
4527,1430000
4528,1450000
4529,1430000
4530,1760000
4531,1420000
4532,1460000
4533,1450000
4534,1480000
4535,1590000
4536,2010000
4537,1350000
4538,1290000
4539,1510000
4540,1700000
4541,1360000
4542,1390000
4543,1380000
4544,1410000
4545,2380000
4546,1390000
4547,1320000
4548,1340000
4549,1360000
4550,2440000
4551,1560000
4552,1480000
4553,1440000
4554,1520000
4555,1740000
4556,1420000
4557,1390000
4558,1500000
4559,1330000
4560,1850000
4561,1420000
4562,1430000
4563,1380000
4564,1500000
4565,1450000
4566,1500000
4567,2360000
4568,1460000
4569,1340000
4570,2020000
4571,1440000
4572,1580000
4573,1360000
4574,1300000
4575,1480000
4576,1330000
4577,1450000
4578,1430000
4579,1360000
4580,2080000
4581,1410000
4582,1310000
4583,1270000
4584,1280000
4585,1450000
4586,1270000
4587,1350000
4588,1370000
4589,1390000
4590,2090000
4591,1270000
4592,1350000
4593,1270000
4594,1220000
4595,1370000
4596,1260000
4597,1220000
4598,1290000
4599,1720000
4600,7230000
4601,1890000
4602,1430000
4603,1430000
4604,1400000
4605,1540000
4606,1420000
4607,1350000
4608,1760000
4609,1390000
4610,2330000
4611,1660000
4612,1470000
4613,1570000
4614,1590000
4615,1480000
4616,1410000
4617,1420000
4618,1380000
4619,1310000
4620,1920000
4621,1420000
4622,1500000
4623,1400000
4624,1380000
4625,1670000
4626,1530000
4627,1400000
4628,1380000
4629,1380000
4630,1720000
4631,1410000
4632,1390000
4633,1440000
4634,1440000
4635,1400000
4636,1610000
4637,1300000
4638,1290000
4639,1360000
4640,1680000
4641,1400000
4642,1410000
4643,1390000
4644,1670000
4645,1400000
4646,1630000
4647,1530000
4648,1360000
4649,1580000
4650,3130000
4651,2360000
4652,2130000
4653,2210000
4654,2360000
4655,1610000
4656,1390000
4657,1470000
4658,1360000
4659,1320000
4660,1630000
4661,1480000
4662,1420000
4663,1490000
4664,1440000
4665,1430000
4666,1560000
4667,1390000
4668,1290000
4669,1270000
4670,1750000
4671,1380000
4672,1470000
4673,1730000
4674,1270000
4675,1420000
4676,1340000
4677,1330000
4678,1480000
4679,1370000
4680,2010000
4681,1580000
4682,1330000
4683,1310000
4684,1590000
4685,1260000
4686,1300000
4687,1360000
4688,1390000
4689,1250000
4690,1840000
4691,1370000
4692,1280000
4693,1250000
4694,1310000
4695,1340000
4696,1300000
4697,1200000
4698,1250000
4699,1660000
4700,6590000
4701,1800000
4702,1450000
4703,1400000
4704,1460000
4705,1450000
4706,1440000
4707,1430000
4708,1410000
4709,1360000
4710,1780000
4711,2240000
4712,1470000
4713,1430000
4714,1400000
4715,1430000
4716,1300000
4717,1340000
4718,1300000
4719,1400000
4720,1740000
4721,1380000
4722,1520000
4723,1350000
4724,1440000
4725,1750000
4726,1340000
4727,1340000
4728,1320000
4729,1430000
4730,1720000
4731,1360000
4732,1420000
4733,1370000
4734,1310000
4735,1420000
4736,1360000
4737,1350000
4738,1390000
4739,1270000
4740,1680000
4741,1430000
4742,1520000
4743,1330000
4744,1360000
4745,1360000
4746,1290000
4747,1790000
4748,1380000
4749,1750000
4750,2430000
4751,1510000
4752,1950000
4753,1280000
4754,1490000
4755,1490000
4756,1300000
4757,1390000
4758,1280000
4759,1210000
4760,1720000
4761,1310000
4762,1330000
4763,1320000
4764,1240000
4765,1260000
4766,1340000
4767,1250000
4768,1230000
4769,1280000
4770,1860000
4771,1340000
4772,1310000
4773,1280000
4774,1400000
4775,1410000
4776,1290000
4777,1590000
4778,1260000
4779,1300000
4780,1780000
4781,1270000
4782,1250000
4783,1220000
4784,1290000
4785,1330000
4786,1210000
4787,1350000
4788,1550000
4789,1330000
4790,1890000
4791,1900000
4792,1410000
4793,1280000
4794,1250000
4795,1360000
4796,1280000
4797,1460000
4798,1210000
4799,1680000
4800,9220000
4801,1810000
4802,1410000
4803,1470000
4804,1370000
4805,1420000
4806,1420000
4807,1370000
4808,1410000
4809,1340000
4810,1780000
4811,1560000
4812,1510000
4813,1440000
4814,1390000
4815,1490000
4816,1370000
4817,1340000
4818,1510000
4819,1280000
4820,1600000
4821,1350000
4822,1570000
4823,1310000
4824,1410000
4825,1390000
4826,1270000
4827,1370000
4828,1310000
4829,1330000
4830,1740000
4831,1350000
4832,1430000
4833,1370000
4834,2520000
4835,1350000
4836,1290000
4837,1550000
4838,1440000
4839,1240000
4840,1680000
4841,1390000
4842,1550000
4843,1330000
4844,1380000
4845,1370000
4846,1270000
4847,1330000
4848,1580000
4849,1300000
4850,2280000
4851,1370000
4852,1540000
4853,1300000
4854,1310000
4855,1480000
4856,1420000
4857,1370000
4858,1380000
4859,1220000
4860,2810000
4861,1300000
4862,1350000
4863,1240000
4864,1240000
4865,1310000
4866,1270000
4867,1330000
4868,1300000
4869,1430000
4870,1910000
4871,1290000
4872,1560000
4873,1330000
4874,1340000
4875,1340000
4876,1320000
4877,1240000
4878,1290000
4879,1230000
4880,1890000
4881,1270000
4882,1320000
4883,1380000
4884,1330000
4885,1300000
4886,1220000
4887,1300000
4888,1960000
4889,1230000
4890,1720000
4891,1260000
4892,1220000
4893,1200000
4894,1210000
4895,1270000
4896,1480000
4897,1160000
4898,1230000
4899,1510000
4900,6250000
4901,1640000
4902,1380000
4903,1340000
4904,1400000
4905,1350000
4906,1280000
4907,1270000
4908,1760000
4909,1370000
4910,1660000
4911,1510000
4912,1580000
4913,1340000
4914,1330000
4915,1350000
4916,1360000
4917,1210000
4918,1250000
4919,1300000
4920,1680000
4921,1400000
4922,1480000
4923,1280000
4924,1350000
4925,1320000
4926,1240000
4927,1210000
4928,1450000
4929,1280000
4930,1580000
4931,1320000
4932,1440000
4933,1350000
4934,1230000
4935,1360000
4936,1280000
4937,1300000
4938,1310000
4939,1300000
4940,1520000
4941,1320000
4942,1290000
4943,1270000
4944,1370000
4945,1340000
4946,1220000
4947,1350000
4948,1460000
4949,1490000
4950,2410000
4951,1420000
4952,1310000
4953,1370000
4954,1250000
4955,1320000
4956,1380000
4957,1200000
4958,1340000
4959,1280000
4960,1590000
4961,1410000
4962,1310000
4963,1770000
4964,1280000
4965,1350000
4966,1330000
4967,1250000
4968,1570000
4969,1180000
4970,1720000
4971,1370000
4972,1220000
4973,1170000
4974,1160000
4975,1300000
4976,1170000
4977,1260000
4978,1190000
4979,1180000
4980,3450000
4981,1250000
4982,1240000
4983,1290000
4984,1150000
4985,1200000
4986,1200000
4987,1230000
4988,1300000
4989,1320000
4990,2490000
4991,1350000
4992,1420000
4993,1280000
4994,1290000
4995,1530000
4996,1230000
4997,1190000
4998,1360000
4999,5260000
5000,108000000
5001,4730000
5002,2030000
5003,1890000
5004,1810000
5005,2250000
5006,1670000
5007,1700000
5008,2500000
5009,1730000
5010,2620000
5011,2100000
5012,1820000
5013,1620000
5014,1600000
5015,1800000
5016,1710000
5017,1550000
5018,1530000
5019,1480000
5020,2800000
5021,1530000
5022,1600000
5023,1490000
5024,1510000
5025,1680000
5026,1430000
5027,1330000
5028,1400000
5029,1360000
5030,2040000
5031,1450000
5032,1470000
5033,1470000
5034,1300000
5035,1470000
5036,1320000
5037,1340000
5038,1430000
5039,1320000
5040,2330000
5041,1700000
5042,1500000
5043,1340000
5044,1440000
5045,1560000
5046,1390000
5047,1420000
5048,1310000
5049,1390000
5050,4020000
5051,1750000
5052,1740000
5053,1520000
5054,1430000
5055,1680000
5056,1460000
5057,1280000
5058,1340000
5059,1290000
5060,2070000
5061,1390000
5062,1350000
5063,1310000
5064,1310000
5065,1440000
5066,1420000
5067,1300000
5068,1620000
5069,1280000
5070,1830000
5071,1450000
5072,1260000
5073,1260000
5074,1430000
5075,1530000
5076,1570000
5077,1590000
5078,1230000
5079,1180000
5080,1880000
5081,1370000
5082,1360000
5083,1380000
5084,1270000
5085,1410000
5086,1310000
5087,1270000
5088,1430000
5089,1230000
5090,1660000
5091,1270000
5092,1250000
5093,1280000
5094,1190000
5095,1270000
5096,1270000
5097,1210000
5098,1280000
5099,1350000
5100,6900000
5101,1930000
5102,1590000
5103,1470000
5104,1400000
5105,1590000
5106,1350000
5107,1380000
5108,1440000
5109,1410000
5110,2090000
5111,2080000
5112,1540000
5113,1470000
5114,1790000
5115,1560000
5116,1490000
5117,1370000
5118,1380000
5119,1380000
5120,2220000
5121,1710000
5122,1570000
5123,1450000
5124,1330000
5125,1670000
5126,1380000
5127,1280000
5128,1370000
5129,1310000
5130,2360000
5131,1580000
5132,1430000
5133,1360000
5134,1360000
5135,1730000
5136,1320000
5137,1320000
5138,1340000
5139,1310000
5140,2410000
5141,1440000
5142,1340000
5143,1330000
5144,1340000
5145,1520000
5146,1330000
5147,1540000
5148,1320000
5149,1340000
5150,2520000
5151,1990000
5152,1430000
5153,1290000
5154,1350000
5155,1530000
5156,1310000
5157,1220000
5158,1230000
5159,1320000
5160,1740000
5161,1460000
5162,1340000
5163,1250000
5164,1220000
5165,1340000
5166,1310000
5167,1270000
5168,1300000
5169,1240000
5170,1540000
5171,1410000
5172,1330000
5173,1550000
5174,1440000
5175,1360000
5176,1240000
5177,1300000
5178,1210000
5179,1190000
5180,1710000
5181,1430000
5182,1280000
5183,1280000
5184,2700000
5185,1330000
5186,1210000
5187,1220000
5188,1430000
5189,1290000
5190,1520000
5191,1310000
5192,1260000
5193,1190000
5194,1370000
5195,1210000
5196,1170000
5197,1170000
5198,1180000
5199,1610000
5200,8630000
5201,1800000
5202,1550000
5203,1390000
5204,1620000
5205,1510000
5206,1330000
5207,1360000
5208,1410000
5209,1310000
5210,1990000
5211,1820000
5212,1500000
5213,1360000
5214,1360000
5215,1420000
5216,1340000
5217,1280000
5218,1310000
5219,1350000
5220,2100000
5221,1440000
5222,1650000
5223,1450000
5224,1340000
5225,1650000
5226,1350000
5227,1850000
5228,1510000
5229,1540000
5230,2550000
5231,1330000
5232,1480000
5233,1980000
5234,1240000
5235,1570000
5236,1420000
5237,1430000
5238,1290000
5239,1260000
5240,1640000
5241,1370000
5242,1330000
5243,1320000
5244,1280000
5245,2320000
5246,1310000
5247,1170000
5248,1260000
5249,1290000
5250,4050000
5251,1490000
5252,1800000
5253,2370000
5254,1350000
5255,1530000
5256,1270000
5257,1330000
5258,1290000
5259,1240000
5260,1520000
5261,1250000
5262,1320000
5263,1370000
5264,1250000
5265,1260000
5266,1250000
5267,1190000
5268,1560000
5269,1240000
5270,1480000
5271,1500000
5272,1230000
5273,1270000
5274,1330000
5275,1510000
5276,1200000
5277,1280000
5278,1290000
5279,1130000
5280,2130000
5281,1440000
5282,1290000
5283,1220000
5284,1160000
5285,1430000
5286,1170000
5287,1170000
5288,2100000
5289,1200000
5290,1620000
5291,1240000
5292,1830000
5293,1150000
5294,1330000
5295,1320000
5296,1230000
5297,1150000
5298,1170000
5299,1400000
5300,5870000
5301,1930000
5302,1400000
5303,1570000
5304,1340000
5305,1480000
5306,1550000
5307,1300000
5308,1300000
5309,1380000
5310,2060000
5311,1440000
5312,1400000
5313,1350000
5314,1290000
5315,1530000
5316,1310000
5317,1220000
5318,1190000
5319,1440000
5320,1970000
5321,1460000
5322,1580000
5323,1310000
5324,1390000
5325,1340000
5326,1250000
5327,1230000
5328,1330000
5329,1360000
5330,1760000
5331,1420000
5332,1930000
5333,1650000
5334,1410000
5335,1510000
5336,1380000
5337,1280000
5338,1250000
5339,1290000
5340,1520000
5341,1260000
5342,1230000
5343,1240000
5344,1320000
5345,1370000
5346,1250000
5347,1250000
5348,1190000
5349,1200000
5350,1970000
5351,1350000
5352,1270000
5353,1550000
5354,1260000
5355,1360000
5356,1190000
5357,1190000
5358,1130000
5359,1120000
5360,1580000
5361,1500000
5362,1190000
5363,1190000
5364,1180000
5365,1220000
5366,1250000
5367,1120000
5368,1190000
5369,1180000
5370,1400000
5371,1210000
5372,1130000
5373,1220000
5374,1140000
5375,1180000
5376,1190000
5377,1200000
5378,1390000
5379,1180000
5380,1520000
5381,1160000
5382,1170000
5383,1120000
5384,1140000
5385,1160000
5386,1170000
5387,1190000
5388,1270000
5389,1180000
5390,1340000
5391,1180000
5392,1150000
5393,1230000
5394,1160000
5395,1150000
5396,1120000
5397,1120000
5398,1130000
5399,1480000
5400,9300000
5401,1740000
5402,1360000
5403,1240000
5404,1350000
5405,1360000
5406,1330000
5407,1220000
5408,1280000
5409,1300000
5410,1610000
5411,1730000
5412,1290000
5413,1280000
5414,1260000
5415,1240000
5416,1250000
5417,1180000
5418,1220000
5419,1160000
5420,1630000
5421,1280000
5422,1290000
5423,1210000
5424,1220000
5425,1330000
5426,1210000
5427,1190000
5428,1290000
5429,1230000
5430,1600000
5431,1310000
5432,1390000
5433,1370000
5434,1280000
5435,1220000
5436,1210000
5437,1250000
5438,1170000
5439,1220000
5440,1640000
5441,1300000
5442,1270000
5443,1320000
5444,1450000
5445,1470000
5446,1260000
5447,1260000
5448,1260000
5449,1290000
5450,2120000
5451,1340000
5452,1310000
5453,1230000
5454,1710000
5455,1510000
5456,1270000
5457,1230000
5458,1280000
5459,1220000
5460,1660000
5461,1290000
5462,1210000
5463,1240000
5464,1310000
5465,1250000
5466,1260000
5467,1230000
5468,1190000
5469,1180000
5470,1540000
5471,1340000
5472,1400000
5473,1210000
5474,1280000
5475,1280000
5476,1140000
5477,1260000
5478,1640000
5479,1140000
5480,1880000
5481,1250000
5482,1240000
5483,1180000
5484,1210000
5485,1260000
5486,1160000
5487,1150000
5488,1340000
5489,1270000
5490,1600000
5491,1280000
5492,1180000
5493,1130000
5494,1240000
5495,1300000
5496,1160000
5497,1110000
5498,1170000
5499,1560000
5500,14400000
5501,1870000
5502,1430000
5503,1370000
5504,1390000
5505,1870000
5506,1430000
5507,1310000
5508,1490000
5509,1320000
5510,2050000
5511,1960000
5512,1450000
5513,1360000
5514,1320000
5515,1660000
5516,1310000
5517,1360000
5518,1360000
5519,1290000
5520,1860000
5521,1580000
5522,1580000
5523,1390000
5524,1410000
5525,1600000
5526,1300000
5527,1320000
5528,1300000
5529,1240000
5530,2390000
5531,1360000
5532,1330000
5533,1540000
5534,1310000
5535,1450000
5536,1470000
5537,1450000
5538,1360000
5539,1250000
5540,1620000
5541,1530000
5542,1290000
5543,1220000
5544,1450000
5545,1420000
5546,1230000
5547,1390000
5548,1270000
5549,1250000
5550,2450000
5551,1590000
5552,1390000
5553,1320000
5554,1400000
5555,6450000
5556,1510000
5557,1380000
5558,1490000
5559,1330000
5560,1580000
5561,1300000
5562,1270000
5563,1280000
5564,1340000
5565,1660000
5566,1880000
5567,1230000
5568,1270000
5569,1230000
5570,1660000
5571,1330000
5572,1370000
5573,1250000
5574,1300000
5575,1440000
5576,1350000
5577,1630000
5578,1800000
5579,1410000
5580,1860000
5581,1430000
5582,1230000
5583,1370000
5584,1170000
5585,1290000
5586,1160000
5587,1120000
5588,1550000
5589,1140000
5590,1530000
5591,1320000
5592,1230000
5593,1150000
5594,1170000
5595,1370000
5596,1170000
5597,1220000
5598,1220000
5599,1560000
5600,7130000
5601,2330000
5602,2020000
5603,1830000
5604,1770000
5605,1810000
5606,1660000
5607,1540000
5608,1530000
5609,1490000
5610,1960000
5611,6660000
5612,1290000
5613,1230000
5614,1180000
5615,1280000
5616,1990000
5617,1130000
5618,1100000
5619,1140000
5620,1560000
5621,1230000
5622,1240000
5623,1260000
5624,1220000
5625,1450000
5626,1290000
5627,1330000
5628,1380000
5629,1410000
5630,2720000
5631,2280000
5632,2170000
5633,2100000
5634,2210000
5635,1190000
5636,1120000
5637,1150000
5638,1140000
5639,1130000
5640,1400000
5641,1270000
5642,1110000
5643,1120000
5644,1160000
5645,1220000
5646,1180000
5647,1100000
5648,1110000
5649,1080000
5650,1730000
5651,2190000
5652,1210000
5653,1060000
5654,1090000
5655,1290000
5656,1520000
5657,1150000
5658,1150000
5659,1120000
5660,1440000
5661,1170000
5662,1620000
5663,1330000
5664,1220000
5665,1280000
5666,1290000
5667,1180000
5668,1900000
5669,1120000
5670,1600000
5671,1150000
5672,1090000
5673,1080000
5674,1210000
5675,1160000
5676,1070000
5677,1190000
5678,2000000
5679,1110000
5680,1480000
5681,1230000
5682,1130000
5683,1110000
5684,1070000
5685,1060000
5686,1030000
5687,1240000
5688,1320000
5689,1130000
5690,1360000
5691,1070000
5692,1140000
5693,1020000
5694,1070000
5695,1160000
5696,1080000
5697,991000
5698,1080000
5699,1300000
5700,5210000
5701,2290000
5702,1220000
5703,1180000
5704,1190000
5705,1360000
5706,1130000
5707,1260000
5708,1140000
5709,1070000
5710,1470000
5711,1370000
5712,1330000
5713,1150000
5714,1130000
5715,1170000
5716,1160000
5717,1140000
5718,1140000
5719,1100000
5720,1510000
5721,1170000
5722,1200000
5723,1060000
5724,1240000
5725,1200000
5726,1070000
5727,1090000
5728,1240000
5729,1080000
5730,1610000
5731,1120000
5732,1090000
5733,1250000
5734,1130000
5735,1960000
5736,1060000
5737,1120000
5738,1140000
5739,1110000
5740,1370000
5741,1150000
5742,1130000
5743,1210000
5744,1190000
5745,1200000
5746,1060000
5747,1090000
5748,1070000
5749,1090000
5750,2570000
5751,1220000
5752,1090000
5753,1060000
5754,1130000
5755,1170000
5756,1040000
5757,1590000
5758,1120000
5759,1050000
5760,1630000
5761,1120000
5762,1140000
5763,1050000
5764,1130000
5765,1080000
5766,1090000
5767,1050000
5768,1090000
5769,1210000
5770,1620000
5771,1160000
5772,1200000
5773,1080000
5774,1210000
5775,1840000
5776,1150000
5777,1780000
5778,1160000
5779,1010000
5780,1360000
5781,1100000
5782,1040000
5783,1020000
5784,1020000
5785,1080000
5786,1060000
5787,1060000
5788,1370000
5789,1140000
5790,1430000
5791,1140000
5792,1110000
5793,1150000
5794,984000
5795,1100000
5796,1040000
5797,1080000
5798,1070000
5799,2400000
5800,7890000
5801,1460000
5802,1180000
5803,1270000
5804,1200000
5805,1310000
5806,1110000
5807,1150000
5808,1220000
5809,1150000
5810,1450000
5811,1320000
5812,1200000
5813,1180000
5814,1080000
5815,1230000
5816,1120000
5817,1160000
5818,1370000
5819,1230000
5820,1370000
5821,1200000
5822,1160000
5823,1080000
5824,1140000
5825,1360000
5826,1100000
5827,1030000
5828,1120000
5829,1130000
5830,1530000
5831,1150000
5832,1350000
5833,1100000
5834,1070000
5835,1170000
5836,1030000
5837,1110000
5838,1140000
5839,1020000
5840,1280000
5841,1190000
5842,1140000
5843,1050000
5844,1200000
5845,1670000
5846,1790000
5847,1190000
5848,1060000
5849,1070000
5850,2030000
5851,1180000
5852,1170000
5853,1060000
5854,1170000
5855,1240000
5856,1060000
5857,1160000
5858,1620000
5859,1140000
5860,1380000
5861,2760000
5862,1010000
5863,1090000
5864,1330000
5865,1160000
5866,1030000
5867,1070000
5868,1140000
5869,1290000
5870,1500000
5871,1250000
5872,1090000
5873,988000
5874,1090000
5875,1140000
5876,1010000
5877,1080000
5878,1140000
5879,1030000
5880,1600000
5881,1130000
5882,1040000
5883,999000
5884,1080000
5885,1210000
5886,1110000
5887,1150000
5888,1820000
5889,1180000
5890,1410000
5891,1190000
5892,1040000
5893,1030000
5894,1070000
5895,1100000
5896,1040000
5897,1060000
5898,1470000
5899,1170000
5900,5050000
5901,1790000
5902,1110000
5903,1130000
5904,1130000
5905,1170000
5906,1320000
5907,1040000
5908,1190000
5909,1170000
5910,1380000
5911,1300000
5912,1130000
5913,1050000
5914,1920000
5915,1130000
5916,1180000
5917,1220000
5918,1140000
5919,1090000
5920,1440000
5921,1080000
5922,1080000
5923,1040000
5924,1070000
5925,1170000
5926,1060000
5927,1140000
5928,1210000
5929,1100000
5930,1290000
5931,1100000
5932,1030000
5933,1090000
5934,977000
5935,1140000
5936,1010000
5937,1030000
5938,1040000
5939,1140000
5940,2380000
5941,1080000
5942,1130000
5943,1030000
5944,1120000
5945,1080000
5946,991000
5947,988000
5948,996000
5949,1240000
5950,1840000
5951,1090000
5952,1080000
5953,1030000
5954,1220000
5955,1140000
5956,1100000
5957,989000
5958,1030000
5959,1320000
5960,1270000
5961,1090000
5962,1050000
5963,1020000
5964,997000
5965,1110000
5966,1110000
5967,1050000
5968,969000
5969,1080000
5970,1520000
5971,1040000
5972,1040000
5973,1010000
5974,1140000
5975,1090000
5976,994000
5977,1050000
5978,1040000
5979,1090000
5980,2670000
5981,1070000
5982,1010000
5983,994000
5984,1030000
5985,1130000
5986,1120000
5987,1010000
5988,1330000
5989,1030000
5990,2070000
5991,1240000
5992,1010000
5993,1050000
5994,1080000
5995,1330000
5996,1010000
5997,1080000
5998,1250000
5999,3270000
6000,46600000
6001,3000000
6002,2040000
6003,1700000
6004,1620000
6005,1770000
6006,1800000
6007,1480000
6008,1690000
6009,1500000
6010,2330000
6011,1780000
6012,1610000
6013,1510000
6014,1300000
6015,1460000
6016,1570000
6017,1320000
6018,1520000
6019,1260000
6020,2360000
6021,1590000
6022,1400000
6023,1310000
6024,1270000
6025,1390000
6026,1350000
6027,1260000
6028,1260000
6029,1160000
6030,2060000
6031,1270000
6032,1300000
6033,1290000
6034,1210000
6035,1390000
6036,1190000
6037,1960000
6038,1140000
6039,1150000
6040,1670000
6041,1300000
6042,1220000
6043,1130000
6044,1230000
6045,1210000
6046,1170000
6047,1120000
6048,1610000
6049,1120000
6050,2080000
6051,1380000
6052,1210000
6053,1220000
6054,1270000
6055,1320000
6056,1210000
6057,1220000
6058,1130000
6059,1150000
6060,2320000
6061,2250000
6062,1210000
6063,1430000
6064,1150000
6065,1490000
6066,1320000
6067,1170000
6068,1130000
6069,1130000
6070,1780000
6071,1150000
6072,1100000
6073,1140000
6074,1080000
6075,1260000
6076,1130000
6077,1100000
6078,1060000
6079,1050000
6080,3650000
6081,1150000
6082,1180000
6083,1200000
6084,1080000
6085,1250000
6086,1170000
6087,1100000
6088,1340000
6089,1120000
6090,1810000
6091,1290000
6092,1070000
6093,1320000
6094,1150000
6095,1090000
6096,1140000
6097,1010000
6098,1850000
6099,1210000
6100,4860000
6101,1750000
6102,1510000
6103,1400000
6104,1360000
6105,1610000
6106,1260000
6107,1220000
6108,1270000
6109,1190000
6110,1870000
6111,1950000
6112,1280000
6113,1200000
6114,1240000
6115,1330000
6116,1280000
6117,1170000
6118,1180000
6119,1190000
6120,1980000
6121,1490000
6122,1550000
6123,1270000
6124,1420000
6125,1490000
6126,1320000
6127,1170000
6128,1200000
6129,1150000
6130,1500000
6131,1550000
6132,1100000
6133,1260000
6134,1170000
